,sample1,sample2,AMT_score
16862,S013C002P018R002A009,S016C002P039R002A027,1.111111111
16863,S011C001P002R001A022,S014C003P007R001A007,1.363636364
16864,S011C001P038R001A009,S015C002P016R002A027,1.454545455
16865,S031C002P100R002A100,S023C001P059R001A099,2
16866,S002C003P012R001A023,S015C002P019R002A023,3.181818182
16867,S026C003P072R001A080,S026C002P071R002A080,3.1
16868,S023C003P066R001A101,S025C003P058R001A101,3.625
16869,S007C001P028R001A008,S030C001P095R002A080,1.4
16870,S022C002P064R002A098,S030C003P095R001A096,1.272727273
16871,S016C001P040R002A027,S019C002P050R002A100,1.090909091
16872,S006C003P024R001A027,S010C002P025R002A027,3.3
16873,S031C003P097R001A102,S013C001P027R001A026,1.3
16874,S026C003P072R001A080,S005C001P010R002A008,2.4
16875,S027C003P083R001A098,S025C001P056R001A080,1
16876,S029C001P088R002A099,S030C001P011R002A099,3.7
16877,S002C003P013R001A023,S008C002P036R002A022,1.7
16878,S027C002P086R002A100,S016C001P039R002A027,1.4
16879,S013C001P027R001A026,S016C001P040R002A026,3.6
16880,S027C001P086R001A104,S032C002P106R002A097,1.2
16881,S008C001P001R001A023,S015C001P019R002A023,2
16882,S019C001P046R001A098,S006C001P022R002A040,1.6
16883,S002C002P011R002A040,S027C002P084R002A096,1.1
16884,S028C001P046R001A099,S027C003P083R001A099,3.25
16885,S029C002P080R002A080,S027C001P011R002A080,1.888888889
16886,S024C001P060R002A100,S027C001P079R002A099,1.7
16887,S011C001P028R002A048,S002C001P013R002A035,2
16888,S015C002P025R002A040,S002C003P014R001A039,1.5
16889,S013C003P027R001A027,S008C001P032R001A027,3.7
16890,S027C003P083R001A080,S005C001P018R001A008,2.3
16891,S008C002P030R002A023,S008C001P030R002A023,3.888888889
16892,S007C001P018R001A039,S032C003P105R001A096,1.545454545
16893,S010C001P018R002A040,S001C001P006R001A040,3.333333333
16894,S027C001P079R001A102,S019C003P046R001A101,1
16895,S002C001P013R001A022,S029C003P080R001A104,1.222222222
16896,S015C002P019R002A023,S006C001P024R001A007,2.2
16897,S026C001P008R001A080,S030C001P076R001A080,4
16898,S008C001P035R002A027,S006C002P022R002A027,3.545454545
16899,S027C002P081R002A080,S023C001P066R002A080,3.7
16900,S005C002P010R002A008,S004C001P003R001A048,1.454545455
16901,S008C001P033R002A040,S027C002P081R002A096,1.6
16902,S026C003P008R001A098,S028C003P073R001A098,2.909090909
16903,S008C002P033R002A048,S026C002P049R002A101,1.4
16904,S008C001P001R001A023,S006C001P024R002A023,3.6
16905,S014C003P039R001A040,S014C003P017R001A007,1.2
16906,S005C001P004R002A048,S001C001P001R001A039,2.4
16907,S027C001P011R002A097,S028C001P073R001A098,1.6
16908,S008C002P015R002A007,S011C002P002R002A007,1.545454545
16909,S008C003P036R001A035,S013C001P007R002A035,2.818181818
16910,S020C002P052R002A080,S010C001P013R002A048,1.1
16911,S013C001P037R002A027,S019C001P049R002A099,1.3
16912,S020C001P052R002A101,S023C003P059R001A101,3.8
16913,S003C003P002R001A027,S001C001P006R002A026,1.2
16914,S032C001P106R001A095,S002C002P010R002A040,1.2
16915,S007C003P018R001A039,S003C003P017R001A039,4
16916,S032C002P043R002A098,S026C001P049R002A096,1
16917,S027C001P080R002A096,S001C001P001R001A039,1.333333333
16918,S006C002P008R002A026,S006C003P017R001A026,2.818181818
16919,S005C001P017R001A009,S001C002P006R002A026,1.2
16920,S010C001P008R001A039,S015C003P025R001A039,3.666666667
16921,S013C001P027R001A035,S027C002P079R002A080,1
16922,S019C002P049R002A080,S001C001P002R001A008,2.090909091
16923,S012C002P037R002A039,S016C001P039R002A039,3.7
16924,S012C001P008R001A027,S007C001P028R002A027,3.5
16925,S022C002P064R002A102,S024C003P064R001A095,1.090909091
16926,S014C002P037R002A026,S002C003P012R001A026,3.636363636
16927,S006C002P001R002A040,S002C002P011R002A007,1.1
16928,S012C003P008R001A009,S013C002P019R002A009,3.7
16929,S002C002P011R002A026,S010C001P021R002A026,3.7
16930,S023C001P066R001A097,S017C003P017R001A022,1.6
16931,S027C002P084R002A097,S016C001P039R002A022,1.6
16932,S026C001P071R002A097,S026C003P049R001A097,3.4
16933,S030C001P076R001A101,S031C003P100R001A101,3.6
16934,S027C002P084R002A096,S003C003P019R001A022,1
16935,S009C003P019R001A040,S006C002P024R002A039,1.727272727
16936,S027C001P085R001A101,S007C002P018R002A035,1.2
16937,S001C001P005R001A040,S026C001P071R001A096,1.4
16938,S023C002P055R002A098,S001C003P007R001A040,1.9
16939,S002C003P013R001A023,S004C002P020R002A022,1.4
16940,S001C001P006R001A008,S030C001P095R002A080,2.5
16941,S026C001P050R002A080,S016C003P021R001A035,1.7
16942,S021C002P056R002A104,S028C003P087R001A097,1.9
16943,S024C003P061R001A100,S025C001P066R002A100,3.636363636
16944,S002C001P013R002A035,S013C001P037R001A048,2.444444444
16945,S008C001P007R001A039,S027C002P080R002A096,1.666666667
16946,S004C001P020R002A022,S002C003P014R001A022,2.6
16947,S016C001P021R002A023,S008C001P035R001A023,2.9
16948,S023C001P068R002A101,S013C003P037R001A048,1.7
16949,S030C003P092R001A097,S032C001P106R002A097,3.6
16950,S032C003P106R001A096,S023C001P056R002A098,1.2
16951,S030C003P096R001A096,S029C001P080R002A098,1.333333333
16952,S003C003P019R001A022,S029C001P080R001A104,1
16953,S004C003P020R001A008,S011C001P038R002A008,3.666666667
16954,S009C002P017R002A008,S005C001P018R001A008,3.363636364
16955,S001C003P004R001A039,S002C001P012R002A039,3.818181818
16956,S010C002P013R002A026,S008C001P015R001A026,3.777777778
16957,S024C001P060R002A100,S032C001P106R002A100,3.4
16958,S005C001P010R002A009,S005C001P017R001A009,3.888888889
16959,S008C001P034R002A007,S009C001P025R001A023,1.6
16960,S030C003P011R001A101,S027C001P079R002A101,3.9
16961,S002C001P007R001A008,S002C002P014R002A008,3.5
16962,S002C003P014R001A039,S008C002P031R002A039,3.9
16963,S016C002P021R002A039,S017C001P003R001A039,3.090909091
16964,S032C002P043R002A098,S021C001P060R001A098,3.5
16965,S005C002P010R002A023,S014C001P039R001A007,1.3
16966,S027C003P006R001A100,S025C003P058R001A100,3.4
16967,S008C001P035R002A027,S010C002P013R002A026,1.454545455
16968,S006C002P023R002A008,S017C002P016R002A008,3.8
16969,S028C001P087R001A096,S011C001P015R002A022,1
16970,S019C003P046R001A095,S018C003P043R001A104,2.7
16971,S020C003P053R001A097,S021C002P058R002A097,3.7
16972,S031C001P006R001A104,S021C003P060R001A104,2.3
16973,S025C001P066R002A099,S030C002P011R002A099,3.666666667
16974,S023C002P066R002A096,S001C003P006R001A039,1.2
16975,S019C001P046R001A101,S002C001P012R001A008,1
16976,S009C002P019R002A035,S016C001P021R001A035,3.1
16977,S002C001P013R001A039,S003C003P017R001A039,3.444444444
16978,S013C002P016R002A009,S010C001P013R002A009,3.9
16979,S008C001P036R002A009,S012C002P019R002A027,1.636363636
16980,S005C003P004R001A026,S030C002P081R002A099,1.6
16981,S001C002P001R002A022,S030C001P095R002A104,1.666666667
16982,S023C001P066R001A102,S013C003P027R001A026,1.3
16983,S008C002P033R002A040,S010C001P018R002A040,3.7
16984,S023C003P059R001A101,S005C002P016R002A048,1.3
16985,S017C002P009R002A007,S008C002P034R002A022,1.2
16986,S006C001P023R001A048,S008C002P035R002A035,1.6
16987,S026C003P050R001A098,S032C002P105R002A097,2.5
16988,S023C003P059R001A099,S006C002P008R002A026,1
16989,S021C001P060R001A101,S027C001P084R001A101,3.5
16990,S031C003P100R001A097,S023C002P055R002A097,2.5
16991,S019C001P050R001A096,S031C001P082R002A098,1.3
16992,S006C001P024R001A022,S016C002P008R002A022,3.8
16993,S027C001P011R002A097,S006C001P022R002A022,1.3
16994,S027C001P011R002A080,S031C002P100R002A080,3.8
16995,S019C003P046R001A101,S002C001P014R001A035,1.4
16996,S018C001P043R001A099,S030C001P081R002A099,3.454545455
16997,S026C002P072R002A100,S006C001P022R002A026,1.363636364
16998,S020C002P052R002A101,S010C001P013R002A048,1.2
16999,S027C003P079R001A097,S021C001P058R002A097,3.4
17000,S002C001P014R002A008,S017C003P009R001A008,3.444444444
17001,S018C003P043R001A104,S026C001P071R002A097,1.375
17002,S032C003P105R001A095,S030C001P092R002A095,3.727272727
17003,S008C002P031R002A040,S001C003P007R001A040,3.1
17004,S008C001P035R002A026,S007C003P019R001A026,3.1
17005,S003C003P018R001A027,S002C001P012R001A027,3.2
17006,S021C002P058R002A097,S028C001P087R001A097,3.8
17007,S011C002P028R002A048,S011C001P038R002A035,2.3
17008,S024C002P060R002A096,S030C001P092R002A098,1.8
17009,S031C001P043R001A100,S007C003P019R001A026,1.5
17010,S006C002P023R002A022,S005C001P021R001A007,1.2
17011,S001C003P004R001A007,S008C001P031R001A007,2.1
17012,S023C001P066R001A097,S031C001P097R001A104,1.4
17013,S006C002P023R002A008,S007C001P028R001A008,3.636363636
17014,S003C001P002R002A026,S006C001P023R002A009,1
17015,S008C002P030R002A048,S011C001P028R002A048,2.888888889
17016,S010C003P021R001A048,S023C003P066R001A101,1.4
17017,S030C003P095R001A098,S014C001P039R001A040,1.125
17018,S017C001P009R001A027,S030C003P095R001A100,1.1
17019,S030C001P095R001A102,S028C002P073R002A102,2.727272727
17020,S031C001P100R001A097,S005C001P016R002A022,1.5
17021,S008C003P032R001A027,S027C002P084R002A100,1.5
17022,S001C001P006R001A039,S029C003P008R001A096,1.2
17023,S005C001P010R002A023,S008C003P032R001A022,1.4
17024,S010C003P016R001A039,S008C003P036R001A040,1.4
17025,S008C003P036R001A035,S008C001P029R001A035,1.8
17026,S006C001P024R002A035,S032C003P106R001A080,1
17027,S023C001P056R002A098,S028C002P073R002A096,1.4
17028,S027C001P083R001A098,S032C001P105R001A096,1
17029,S005C001P004R001A026,S016C002P040R002A026,3.3
17030,S026C001P075R002A104,S029C003P080R001A104,1.7
17031,S030C002P011R002A102,S032C003P106R001A101,1
17032,S008C003P030R001A035,S013C001P019R001A048,2.4
17033,S002C002P012R002A040,S024C001P060R002A096,1.7
17034,S008C002P036R002A008,S008C002P032R002A008,3.9
17035,S007C002P018R002A035,S016C001P039R001A035,2.777777778
17036,S008C001P029R001A022,S006C002P024R002A023,1.444444444
17037,S008C001P001R001A026,S009C003P007R001A026,3.4
17038,S029C002P044R002A098,S002C001P009R001A040,2.1
17039,S002C001P011R001A008,S008C001P035R002A048,1.3
17040,S001C001P003R002A027,S001C002P003R002A027,4
17041,S001C002P005R002A027,S006C002P022R002A027,3.5
17042,S026C001P071R002A080,S027C002P081R002A080,3.3
17043,S008C002P035R002A009,S001C002P006R002A048,1.2
17044,S029C002P080R002A080,S007C003P016R001A035,1.272727273
17045,S012C001P028R001A039,S007C001P018R001A039,3.8
17046,S020C001P052R002A097,S027C002P084R002A097,3.7
17047,S023C002P060R002A097,S028C003P087R001A097,3.5
17048,S023C001P066R001A097,S020C001P052R002A097,3.6
17049,S030C001P092R001A099,S030C001P096R002A100,2.6
17050,S008C001P035R002A009,S016C003P021R001A009,3.9
17051,S031C003P043R001A100,S008C001P032R001A027,1.3
17052,S020C001P052R001A096,S031C001P097R001A096,3.5
17053,S024C003P061R001A100,S030C003P095R001A100,3.909090909
17054,S028C001P087R002A102,S016C001P040R002A026,1.2
17055,S008C003P001R001A026,S016C001P040R001A009,1
17056,S019C001P050R002A095,S027C003P079R001A095,3.545454545
17057,S014C001P039R001A009,S017C002P003R002A026,1
17058,S027C002P084R002A096,S027C002P080R002A096,2.6
17059,S008C001P034R001A008,S002C001P010R002A048,1.3
17060,S030C003P088R001A080,S006C001P023R002A035,1.888888889
17061,S031C002P097R002A099,S032C003P106R001A099,3.9
17062,S030C002P095R002A104,S023C002P061R002A097,1.9
17063,S019C002P049R002A098,S026C001P071R001A096,1.7
17064,S025C003P055R001A102,S032C003P008R001A102,3
17065,S008C001P032R001A022,S014C001P037R001A007,1.2
17066,S021C001P059R001A096,S027C002P085R002A096,3.9
17067,S013C001P019R002A039,S017C001P009R002A039,4
17068,S006C001P024R002A035,S003C001P002R002A035,3.8
17069,S013C002P037R002A040,S006C001P024R001A007,1.2
17070,S001C001P006R001A035,S002C001P011R002A035,3.5
17071,S027C001P081R002A080,S002C001P013R002A035,1.4
17072,S026C003P050R001A097,S032C002P043R002A097,2.2
17073,S023C002P056R002A098,S026C003P008R001A098,2.3
17074,S005C002P010R002A022,S010C003P021R001A048,1.111111111
17075,S027C003P081R001A098,S032C001P106R001A096,1.222222222
17076,S013C003P015R001A048,S016C001P039R002A048,2.8
17077,S002C003P014R001A040,S008C001P015R002A007,1.1
17078,S008C001P031R001A008,S017C003P020R001A048,1.1
17079,S031C003P099R001A080,S004C003P003R001A048,1.454545455
17080,S008C001P029R001A023,S002C003P014R001A023,3
17081,S008C002P031R002A026,S005C002P010R002A027,1.8
17082,S012C001P037R001A035,S004C001P020R001A008,1.6
17083,S011C003P038R001A027,S008C002P036R002A027,3.666666667
17084,S008C001P032R001A022,S011C001P038R001A022,2.1
17085,S031C003P097R001A104,S032C001P106R002A104,2.777777778
17086,S008C001P025R001A008,S014C001P037R002A008,3.9
17087,S014C002P027R002A022,S006C001P022R002A022,3.9
17088,S031C002P051R002A099,S025C002P068R002A100,1.8
17089,S029C001P049R001A100,S026C001P071R002A099,2.333333333
17090,S010C001P013R002A040,S006C001P023R001A040,3.6
17091,S027C001P084R001A101,S027C002P079R002A101,3.6
17092,S008C002P035R002A035,S032C003P008R001A097,1
17093,S032C001P106R001A101,S027C001P083R001A101,3.111111111
17094,S008C003P033R001A022,S017C002P009R002A022,2.818181818
17095,S006C002P022R002A022,S008C002P030R002A022,3.7
17096,S020C001P052R002A102,S008C002P029R002A026,1.2
17097,S011C003P038R001A040,S017C002P020R002A040,4
17098,S017C001P007R002A009,S001C001P008R001A048,1.090909091
17099,S008C001P032R001A026,S011C001P038R002A026,3.3
17100,S031C003P097R001A102,S002C001P012R001A026,1.2
17101,S027C001P079R001A100,S017C002P003R002A026,1.5
17102,S026C002P072R002A099,S024C003P064R001A099,3.5
17103,S027C001P079R001A100,S027C002P086R002A100,3.7
17104,S029C001P088R001A097,S026C001P071R001A098,1.4
17105,S003C003P002R001A027,S025C003P058R001A100,1.2
17106,S017C001P009R001A027,S002C001P014R002A027,2.3
17107,S030C002P096R002A099,S002C002P014R002A026,1.8
17108,S010C002P018R002A040,S002C001P011R002A040,3.636363636
17109,S031C003P097R001A102,S028C003P087R001A095,1
17110,S006C003P022R001A009,S008C001P032R001A026,1
17111,S008C003P031R001A035,S008C002P030R002A048,2.181818182
17112,S030C002P092R002A095,S027C003P081R001A095,3.5
17113,S023C001P055R001A104,S032C001P105R002A104,3
17114,S025C003P055R001A102,S027C001P043R002A102,2.5
17115,S030C001P092R002A098,S008C001P030R001A040,1.222222222
17116,S011C003P038R001A022,S008C002P034R002A022,2.6
17117,S008C001P032R001A026,S030C001P095R001A099,1.6
17118,S020C001P054R001A098,S019C001P046R001A098,3.818181818
17119,S008C001P032R002A035,S023C001P068R002A080,1.1
17120,S028C002P087R002A100,S030C002P011R002A099,2.111111111
17121,S013C001P018R002A048,S028C002P043R002A101,1.2
17122,S008C001P033R001A035,S031C001P006R002A080,1.2
17123,S031C002P096R002A098,S027C001P079R001A096,1.444444444
17124,S013C001P027R001A035,S016C003P039R001A035,3.7
17125,S029C002P080R002A080,S026C003P008R001A080,2.666666667
17126,S002C001P011R001A039,S001C001P008R001A048,1.636363636
17127,S001C002P005R002A007,S008C001P033R002A007,3.454545455
17128,S005C003P021R001A040,S008C002P033R002A040,3.9
17129,S028C003P046R001A100,S029C001P080R002A100,3.555555556
17130,S026C001P071R002A097,S020C001P053R001A097,3.7
17131,S030C001P096R001A097,S002C002P003R002A022,1.3
17132,S008C002P036R002A009,S009C001P017R001A027,1.1
17133,S026C003P008R001A098,S029C001P044R002A098,3.1
17134,S001C003P004R001A007,S014C001P037R001A007,1.7
17135,S031C001P043R001A100,S019C001P050R002A099,2.090909091
17136,S006C001P024R002A039,S025C003P068R001A096,1.7
17137,S027C003P079R001A100,S026C002P072R002A099,1.8
17138,S008C001P032R001A026,S008C003P036R001A026,3.444444444
17139,S021C003P056R001A100,S009C001P007R001A027,1
17140,S002C003P010R001A007,S017C001P009R002A007,3.7
17141,S013C001P037R001A048,S017C001P020R001A048,3.363636364
17142,S013C001P019R001A048,S013C003P027R001A035,3.5
17143,S002C002P012R002A007,S010C003P008R001A023,1.3
17144,S004C003P003R001A023,S001C002P005R002A023,3
17145,S027C002P080R002A102,S019C002P046R002A102,3.111111111
17146,S027C002P080R002A096,S024C002P060R002A096,2.636363636
17147,S008C002P035R002A007,S008C001P001R002A007,3.818181818
17148,S026C001P071R002A099,S029C001P006R001A099,3.727272727
17149,S013C003P008R001A008,S012C001P027R002A008,2.6
17150,S008C001P029R002A048,S011C001P028R002A048,2.909090909
17151,S006C001P017R001A026,S005C001P010R002A027,1.7
17152,S027C001P086R001A102,S001C002P005R002A026,1.636363636
17153,S008C001P033R002A007,S016C001P008R002A022,1.2
17154,S008C002P033R002A007,S014C001P007R001A007,3.2
17155,S030C001P095R001A098,S010C001P008R002A040,1.3
17156,S021C001P056R001A100,S027C001P082R002A100,3.6
17157,S030C001P095R002A097,S031C003P100R001A097,3.4
17158,S019C002P046R002A096,S008C001P034R002A039,1.375
17159,S030C001P076R001A096,S031C001P096R002A098,1.9
17160,S008C002P031R002A048,S017C001P003R001A039,1.222222222
17161,S027C002P011R002A098,S030C001P076R001A096,1.1
17162,S032C001P105R001A096,S027C001P080R002A096,3.888888889
17163,S002C001P011R001A008,S008C001P001R002A035,1.5
17164,S008C002P035R002A048,S008C001P033R002A048,3.4
17165,S031C001P051R002A101,S006C003P022R001A035,1.4
17166,S027C003P083R001A099,S025C001P058R001A100,1.6
17167,S008C002P030R002A048,S004C003P003R001A048,1.9
17168,S023C001P066R001A097,S031C003P097R001A098,1.8
17169,S003C001P002R002A035,S013C001P028R002A035,4
17170,S007C003P016R001A026,S006C001P008R002A026,2.777777778
17171,S022C001P064R002A098,S027C002P086R002A098,3.2
17172,S007C001P018R001A039,S026C002P049R002A096,1.1
17173,S006C003P023R001A027,S007C002P028R002A027,3.7
17174,S032C002P105R002A102,S021C001P060R001A101,1
17175,S008C001P025R002A035,S001C001P008R001A048,1.8
17176,S006C003P022R001A023,S002C001P007R002A023,3.7
17177,S020C001P053R001A104,S021C001P060R001A104,3.1
17178,S027C001P085R001A101,S026C002P050R002A101,3.7
17179,S007C001P017R001A035,S011C001P038R001A048,2.090909091
17180,S011C001P018R002A022,S006C002P022R002A022,3.4
17181,S018C003P008R001A095,S025C001P066R002A104,3.6
17182,S027C003P006R001A100,S028C003P073R001A100,3.1
17183,S008C001P035R002A009,S008C001P029R001A009,3.7
17184,S027C003P086R001A080,S002C001P011R002A035,1.5
17185,S001C002P006R002A027,S024C002P064R002A100,1.1
17186,S002C002P011R002A023,S018C001P043R001A104,1.2
17187,S025C003P058R001A100,S001C002P005R002A026,1.545454545
17188,S023C002P061R002A102,S031C003P100R001A102,3.111111111
17189,S020C003P054R001A080,S006C002P024R002A035,3.3
17190,S023C002P060R002A097,S026C001P008R001A098,1.1
17191,S008C001P033R002A007,S027C003P081R001A095,1
17192,S008C002P035R002A035,S005C002P013R002A008,1.545454545
17193,S008C001P034R002A022,S008C001P034R002A023,1.3
17194,S018C001P043R001A099,S001C002P006R002A027,1.272727273
17195,S006C001P023R002A008,S009C001P017R002A008,3.083333333
17196,S032C002P105R002A099,S006C001P022R002A026,1.1
17197,S031C001P097R001A102,S032C001P102R002A101,1.1
17198,S020C003P053R001A104,S006C001P022R002A040,1.363636364
17199,S032C002P106R002A104,S002C001P010R002A040,1.3
17200,S001C003P006R001A007,S008C001P035R002A007,3
17201,S031C002P006R002A080,S008C002P032R002A035,1.5
17202,S029C001P080R001A095,S023C003P055R001A104,2.7
17203,S030C001P011R002A095,S032C001P106R001A095,3.8
17204,S008C002P029R002A026,S008C001P015R001A026,3.9
17205,S017C001P020R002A040,S010C001P018R002A040,4
17206,S008C001P034R002A026,S001C001P006R002A009,1.181818182
17207,S029C002P080R002A080,S017C001P020R001A048,1
17208,S010C001P008R001A023,S002C001P012R002A007,1.111111111
17209,S002C003P012R001A023,S016C003P040R001A022,2.454545455
17210,S017C002P009R002A035,S005C003P010R001A035,3.1
17211,S007C001P015R002A027,S002C001P014R002A027,3.555555556
17212,S008C002P029R002A048,S032C001P106R001A101,1.1
17213,S002C003P003R001A009,S006C001P024R001A048,1.090909091
17214,S032C003P106R001A096,S001C001P006R001A039,1.333333333
17215,S002C003P011R001A039,S001C002P005R002A039,3.4
17216,S029C001P049R001A100,S027C001P082R002A100,3.555555556
17217,S023C002P066R002A080,S005C001P010R002A008,1.888888889
17218,S001C003P006R001A039,S016C001P040R001A040,1.5
17219,S008C001P033R002A009,S001C001P005R002A027,1.1
17220,S017C003P020R001A009,S007C001P025R002A009,3.7
17221,S008C002P030R002A048,S008C002P032R002A039,1.5
17222,S016C003P040R001A039,S006C001P022R002A040,1.5
17223,S006C003P023R001A027,S001C002P005R002A027,3
17224,S006C003P023R001A039,S001C003P006R001A039,4
17225,S024C002P061R002A098,S030C001P095R002A097,1.888888889
17226,S031C003P097R001A101,S001C001P008R001A048,1.2
17227,S008C001P033R002A026,S011C003P038R001A027,1.75
17228,S014C001P019R002A007,S004C001P003R001A023,1.5
17229,S008C001P031R001A027,S008C002P029R002A027,3.2
17230,S008C001P001R001A023,S006C001P022R001A023,2.4
17231,S030C001P095R002A097,S021C002P058R002A097,3.818181818
17232,S008C002P033R002A007,S002C003P010R001A007,3.2
17233,S001C001P004R001A007,S008C001P001R002A007,2.5
17234,S032C003P044R001A097,S031C003P100R001A098,1.545454545
17235,S008C002P032R002A007,S002C002P014R002A007,3.2
17236,S026C003P050R001A097,S023C003P055R001A104,1.2
17237,S001C002P005R002A007,S001C002P001R002A022,1.272727273
17238,S028C001P073R002A104,S027C001P084R002A104,1.888888889
17239,S026C002P072R002A100,S008C001P032R001A027,1.090909091
17240,S006C001P023R001A023,S005C001P010R002A023,4
17241,S029C003P088R001A097,S029C001P088R001A097,4
17242,S003C001P002R001A048,S017C002P009R002A039,1
17243,S027C001P081R002A097,S027C003P079R001A097,3.8
17244,S006C002P023R002A022,S002C002P012R002A022,2.3
17245,S012C001P027R002A008,S002C003P009R001A048,1.3
17246,S012C001P008R001A009,S008C003P031R001A009,3.909090909
17247,S002C001P014R001A009,S006C001P024R001A009,3.8
17248,S008C001P029R002A008,S001C001P006R002A048,1.2
17249,S020C001P054R001A080,S001C003P002R001A008,2.3
17250,S027C003P081R001A095,S026C003P072R001A095,3.8
17251,S019C002P049R002A098,S027C001P081R002A096,1.454545455
17252,S007C001P018R002A026,S011C001P038R002A026,4
17253,S030C001P011R002A104,S006C001P022R002A040,1.5
17254,S002C002P014R002A027,S024C003P064R001A099,1.111111111
17255,S027C001P083R001A097,S025C001P068R001A097,3.8
17256,S019C003P050R001A096,S032C002P106R002A098,1.2
17257,S002C001P012R002A009,S017C002P003R002A026,1.363636364
17258,S016C002P039R002A039,S015C001P025R001A039,3.5
17259,S008C001P033R002A048,S025C001P056R001A101,3.3
17260,S019C003P050R001A096,S030C003P076R001A096,3.7
17261,S029C001P049R001A100,S011C001P038R002A026,1.777777778
17262,S008C001P033R001A027,S027C003P083R001A099,1.5
17263,S018C003P008R001A095,S027C001P084R002A095,2.7
17264,S018C003P043R001A099,S025C002P068R002A100,2.2
17265,S031C001P043R001A100,S016C001P040R002A027,1.363636364
17266,S021C002P058R002A099,S009C001P007R001A027,1
17267,S032C001P008R001A102,S028C002P087R002A102,3.222222222
17268,S008C002P035R002A009,S008C002P029R002A026,1
17269,S008C001P033R002A008,S014C002P039R002A008,3.8
17270,S010C002P008R002A040,S014C003P017R001A007,1.2
17271,S002C001P011R001A039,S030C001P092R001A096,1.454545455
17272,S008C002P030R002A023,S026C002P075R002A104,1.666666667
17273,S027C002P086R002A097,S026C003P049R001A097,3
17274,S027C001P083R001A097,S032C001P104R002A097,3.1
17275,S002C002P011R002A048,S001C001P001R001A039,1.181818182
17276,S019C001P050R002A104,S031C003P097R001A097,1.7
17277,S027C001P082R002A100,S026C002P072R002A100,3.777777778
17278,S027C002P083R002A102,S025C003P056R001A102,3.363636364
17279,S004C003P003R001A035,S016C001P040R001A048,1.875
17280,S008C003P032R001A026,S001C002P005R002A027,1.555555556
17281,S008C001P032R001A026,S002C003P012R001A027,1.1
17282,S030C001P096R001A097,S031C001P100R001A097,2.9
17283,S023C001P061R002A097,S024C001P064R001A097,2.7
17284,S026C002P072R002A101,S016C001P025R001A048,1
17285,S020C003P041R001A099,S021C001P058R002A099,3.9
17286,S005C001P010R002A023,S014C001P037R001A007,1.5
17287,S023C001P055R002A098,S027C001P083R001A098,3.9
17288,S023C003P068R001A102,S028C002P087R002A102,2.8
17289,S005C001P010R002A027,S030C002P096R002A099,1.5
17290,S030C003P076R001A101,S008C003P031R001A008,1
17291,S032C001P102R002A102,S016C002P040R002A026,1.444444444
17292,S032C001P102R002A096,S002C002P012R002A039,1.2
17293,S017C002P009R002A035,S008C001P035R002A048,2.2
17294,S004C001P020R002A035,S027C002P011R002A080,1.2
17295,S008C001P032R002A048,S008C001P031R001A035,3.1
17296,S006C001P024R001A040,S002C001P014R001A040,3.363636364
17297,S008C003P029R001A009,S017C002P007R002A009,3.454545455
17298,S029C001P080R002A080,S016C003P025R001A048,1.1
17299,S008C002P036R002A022,S017C002P003R002A007,1.125
17300,S028C001P073R001A080,S026C003P072R001A080,4
17301,S012C001P027R002A009,S001C002P003R002A027,1.1
17302,S003C003P018R001A027,S002C001P014R002A027,3.6
17303,S011C003P038R001A022,S002C001P007R001A022,3.2
17304,S018C003P043R001A104,S027C003P079R001A095,2.5
17305,S027C001P086R001A104,S029C001P006R002A095,1.636363636
17306,S002C002P011R002A027,S009C003P007R001A027,2.8
17307,S005C002P010R002A009,S002C001P011R002A009,4
17308,S006C001P023R001A023,S011C001P038R001A022,1.8
17309,S030C003P092R001A097,S023C001P060R002A097,3.636363636
17310,S021C003P060R001A104,S026C001P075R002A104,2.6
17311,S006C001P001R002A040,S006C001P023R001A039,1.7
17312,S016C001P040R002A023,S017C001P009R002A007,1.6
17313,S010C001P008R001A023,S032C002P102R002A104,1
17314,S012C002P037R002A039,S013C001P015R001A048,1.333333333
17315,S027C002P081R002A096,S026C001P072R001A098,1.5
17316,S008C002P035R002A026,S003C001P001R001A027,1.6
17317,S031C002P051R002A098,S023C002P060R002A097,1.7
17318,S008C003P031R001A027,S013C003P027R001A027,3.7
17319,S027C001P011R002A080,S001C001P005R002A035,1.5
17320,S032C002P104R002A097,S023C001P064R002A104,1.636363636
17321,S012C001P028R002A040,S008C002P033R002A007,1.1
17322,S010C001P017R002A048,S008C003P033R001A039,1.2
17323,S030C001P095R002A097,S012C002P028R002A022,1.3
17324,S002C002P011R002A023,S016C002P021R002A023,3.1
17325,S014C003P017R001A007,S006C001P023R001A023,1.3
17326,S032C002P106R002A098,S030C003P096R001A097,1.666666667
17327,S011C001P027R001A040,S014C001P027R001A039,1.4
17328,S002C001P011R001A039,S020C003P052R001A096,1.545454545
17329,S030C003P095R001A098,S029C003P044R001A096,1.2
17330,S002C003P011R001A039,S002C002P012R002A039,3.2
17331,S008C003P029R001A009,S013C003P019R001A048,1.181818182
17332,S026C001P072R001A080,S031C003P096R001A080,2.8
17333,S027C001P084R001A101,S010C001P021R002A008,1.1
17334,S004C001P003R001A048,S028C001P008R001A101,1.181818182
17335,S031C003P100R001A099,S029C003P080R001A099,3.7
17336,S008C001P029R002A008,S026C003P051R001A095,1
17337,S002C001P012R002A022,S008C002P015R002A007,1.8
17338,S017C001P007R002A009,S008C001P036R001A048,1.090909091
